symbol,strategy,date,year,passed,reject,rank,risk_pct,avg_turnover_20,turnover_drift,cb_purity,cb_count,cluster_fraction,single_tower,ema_sep,contained,upper_half,base_ret,base_bars,base_exit,base_risk,base_r,auth_ret,auth_bars,auth_exit,auth_risk,auth_r
360ONE,S3,2025-01-21,2025,False,event,0.9913981131488827,0.03766027374464344,84.42054655199999,0.013355246273879517,0.0,0,0.18181818181818182,False,0.0037024920843803325,False,False,-7.000000000000002,3,stop,7.000000000000002,-1.0,-0.6527699203620697,1,ema10,7.000000000000002,-0.09325284576600992
360ONE,S3,2025-01-22,2025,False,event,0.8807389494112791,0.0354834849210148,85.003828059,0.012708876116486856,0.0,0,0.18181818181818182,False,0.006756127007689405,False,False,-7.000000000000014,2,stop,7.000000000000014,-1.0,-2.9146042314599807,1,stop,2.9146042314599807,-1.0
360ONE,S3,2025-01-23,2025,False,event,0.9450181379958,0.02914604231459981,80.0636218675,-0.04196414015589367,0.0,0,0.18181818181818182,False,0.009399957359837115,False,False,-7.000000000000011,1,stop,7.000000000000011,-1.0,-1.7046966471527407,0,stop,1.7046966471527407,-1.0
360ONE,S3,2025-01-24,2025,False,event,1.0438645778051339,0.017046966471527408,76.5654792055,-0.07991889816516295,0.0,0,0.18181818181818182,False,0.012379531862530902,False,False,-7.000000000000004,1,stop,7.000000000000004,-1.0,-7.000000000000004,1,stop,7.000000000000004,-1.0
360ONE,S3,2025-02-25,2025,False,event,0.21033584850010562,0.16644198363023593,87.4016752675,-0.014166385998620412,0.0,0,0.18181818181818182,False,0.01723642057471302,False,False,-7.000000000000002,7,stop,7.000000000000002,-1.0,-3.1232985200217747,2,ema10,14.30480621689848,-0.21833910034602044
360ONE,S3,2025-05-14,2025,False,event,0.9371849217512968,0.11132665452337587,146.0792226455,0.27830243455150616,0.7142857142857143,5,0.5454545454545454,False,0.003926918823926349,True,False,21.00000000000002,35,target,7.0000000000000036,3.0000000000000018,-1.8837300806610244,11,ema10,13.615286248278577,-0.13835405633863854
360ONE,S3,2025-05-16,2025,False,event,0.9253700623255579,0.12229573734446049,136.81386555925002,0.12241916134955888,0.7142857142857143,5,0.5454545454545454,False,0.01106524623236289,True,False,21.000000000000007,34,target,7.000000000000006,2.9999999999999982,-2.330477356181146,9,ema10,14.00861689106487,-0.16636027484394955
360ONE,S3,2025-05-20,2025,False,upper_half,1.8075872575578846,0.018408085277554255,119.55165369950001,-0.11107446754432748,0.7142857142857143,5,0.5454545454545454,False,0.01416164697979467,True,False,21.00000000000001,31,target,7.0000000000000036,3.0,-1.4572218929065401,7,ema10,3.566982809721401,-0.408530674421825
360ONE,S3,2025-05-22,2025,False,upper_half,1.8984237857102428,0.014277038604979374,88.7818002675,-0.4220878450652532,0.7142857142857143,5,0.5454545454545454,False,0.014194108640694241,True,False,21.00000000000003,29,target,7.000000000000011,3.0,-1.9656985601258046,5,ema10,3.88365521647256,-0.5061465167629392
360ONE,S3,2025-05-27,2025,False,upper_half,1.8707765378443488,0.012689487763796695,74.42385752575,-0.46690268730260764,0.7142857142857143,5,0.5454545454545454,False,0.014976765348390712,True,False,21.000000000000036,27,target,7.000000000000008,3.0000000000000018,-2.776476901312268,2,stop,2.776476901312268,-1.0
