symbol,setup_date,entry_date,exit_date,entry,stop,avg_exit,shares,stop_pct,risk_amount,pnl,r_multiple,pnl_pct,holding_bars,exit_reason,mfe_pct,mae_pct,confluence,levels,rs_rank,adr20,partials
PGEL,2024-09-17,2024-09-18,2024-10-01,624.312,594.1,631.733975,160,4.839247043145092,4833.919999999998,956.4035406000032,0.19785257939726011,0.9574575098268205,9,ema9_close,11.162367534181627,-4.430797421801927,2,"ema9,avwap",99.77924944812362,6.028909267651135,0
INOXWIND,2024-09-17,2024-09-18,2024-09-19,245.57272499999996,234.85,234.732575,274,4.366415284922204,2938.0266499999916,-3121.5453000299913,-1.0624632353249757,-4.63915571039087,1,stop,3.720802055684338,-7.481582085306897,2,"ema9,avwap",98.01324503311258,4.815425769290995,0
BIKAJI,2024-09-17,2024-09-18,2024-09-30,873.8367,841.95,928.4679443210525,152,3.649045639763117,4846.778399999986,7988.906284972689,1.6482920459026376,6.014692903157246,8,ema9_close,15.347638752183343,-1.3888979485526192,3,"ema9,ema21,avwap",72.62693156732892,3.8038997376836803,1
LTM,2024-09-18,2024-09-19,2024-09-23,6443.219999999999,6232.0,6322.936950000001,9,3.2781745773076096,1900.979999999994,-1214.6771744324838,-0.6389741998508598,-2.0946689775065606,2,ema9_close,2.0444746570814045,-2.429996182033193,3,"ema9,avwap,swing_high",83.44370860927152,2.1554198500632435,0
ICICIPRULI,2024-09-20,2024-09-23,2024-10-01,771.28545,755.0,766.8164,298,2.1114685879268134,4853.0640999999905,-1858.8844039949681,-0.38303314477032596,-0.808762453317367,6,ema9_close,3.308055402834327,-1.2687196419950624,3,"ema9,avwap,swing_high",84.76821192052981,2.097075205631826,0
TORNTPHARM,2024-09-20,2024-09-23,2024-09-25,3483.64095,3355.05,3426.3359750000004,19,3.691280239428802,2443.228049999996,-1239.7775208112475,-0.5074342204000357,-1.8730819105726113,2,ema9_close,1.0537552671724086,-1.9976499013194768,3,"ema9,ema21,avwap",77.92494481236203,2.281980920172866,0
IPCALAB,2024-09-24,2024-09-25,2024-10-03,1509.7545,1446.0,1470.1145749999998,45,4.22283887877135,2868.9525000000003,-1938.0048496312527,-0.6755095630308457,-2.852568045748501,5,ema9_close,0.668684875587382,-3.6267154693031216,3,"ema9,avwap,swing_high",89.62472406181016,2.432725882450072,0
BAJAJFINSV,2024-09-25,2024-09-26,2024-10-03,1940.9699999999998,1896.05,1912.4433000000001,37,2.3143067641436934,1662.0399999999943,-1219.4506359149927,-0.7337071526046286,-1.698023426173501,4,ema9_close,4.581729753679866,-2.2911224799970995,3,"ema9,avwap,swing_high",75.71743929359823,2.565200048290832,0
NUVAMA,2024-09-26,2024-09-27,2024-09-30,1381.2802949999998,1322.2,1351.174075,83,4.277212613099628,4903.664484999979,-2759.6290296164925,-0.5627687289899289,-2.4070815058937702,1,ema9_close,2.4267127476831316,-2.9161564923359578,3,"ema9,ema21,avwap",90.94922737306842,4.085327655074929,0
ALKEM,2024-09-27,2024-09-30,2024-09-30,6216.1065,6130.0,6126.935,37,1.385215970801013,3185.940499999995,-3824.541915824996,-1.2004436102384843,-1.662873660948375,0,stop_same_day,0.08917961749850598,-2.984287672677415,3,"ema9,ema21,avwap",81.89845474613686,2.272377047915687,0
DOMS,2024-09-27,2024-09-30,2024-10-01,2704.3014749999998,2610.0,2646.626025,1,3.4870918006654477,94.30147499999975,-63.829016624999724,-0.6768612752345591,-2.3602774030583897,1,ema9_close,0.3364464015610622,-2.6920620971077085,2,"ema9,ema21",88.30022075055187,4.055549119997015,0
FLUOROCHEM,2024-09-27,2024-09-30,2024-10-04,4336.517175,4172.0,4169.914000000001,3,3.7937627907584606,493.55152499999986,-529.156712553747,-1.072140771024357,-4.067447763567292,3,stop,2.616911692503564,-7.760079377524889,2,"ema9,avwap",90.72847682119205,4.994680727971455,0
COFORGE,2024-09-30,2024-10-01,2024-10-16,1406.5629299999998,1374.99,1449.052524475227,88,2.2446866277074298,2778.4178399999837,3450.09602982711,1.2417484440810855,2.7873361274053203,10,ema9_close,7.851555564598897,-1.1491082023610488,2,"ema9,avwap",86.31346578366445,2.7590171429847956,1
KIMS,2024-09-30,2024-10-01,2024-10-03,560.28,541.15,540.879425,251,3.414364246448204,4801.629999999999,-5187.393993026245,-1.0803402163486662,-3.6886750087010034,1,stop,1.02091811237239,-7.2428071678446315,2,"ema9,avwap",89.1832229580574,3.305102868556925,0
FORTIS,2024-09-30,2024-10-01,2024-10-03,619.1093999999999,592.5,592.20375,180,4.298012596804368,4789.691999999988,-5093.758822049993,-1.0634835855938138,-4.570865847376887,1,stop,1.5167917011113163,-4.790655738711095,2,"ema9,avwap",89.40397350993378,3.349906128162664,0
DOMS,2024-09-30,2024-10-01,2024-10-01,2714.7567,2640.25,2638.9298750000003,64,2.7445074543880823,4768.428799999994,-5246.948131919978,-1.1003515732309948,-3.0199230951801193,0,stop_same_day,0.0,-3.0668199474376436,2,"ema9,ema21",86.75496688741721,3.9657184111557298,0
AJANTPHARM,2024-10-01,2024-10-03,2024-10-14,3285.34185,3160.3,3256.121125,38,3.806052937839623,4751.590299999985,-1396.2494820074849,-0.29384887876538707,-1.1184043883058805,7,ema9_close,4.342261978003904,-3.3388260646300694,3,"ema9,ema21,avwap",94.7136563876652,4.29292652951767,0
ALKEM,2024-10-01,2024-10-03,2024-10-10,6172.2345749999995,6046.0,6134.03145,37,2.0452005423011568,4670.679274999981,-1937.1472443637208,-0.4147463634962879,-0.8482394875400409,5,ema9_close,3.2940326964161244,-1.640160848876997,3,"ema9,ema21,avwap",83.25991189427313,2.315763915487671,0
MCX,2024-10-01,2024-10-03,2024-10-04,1176.497955,1140.0,1139.43,91,3.1022540111427603,3321.3139050000045,-3615.545765490748,-1.0885889948697105,-3.3770795758204257,1,stop,1.610036372736407,-3.222951203514839,2,"ema9,avwap",95.81497797356829,3.321526761862583,0
MARICO,2024-10-01,2024-10-03,2024-10-04,699.799725,685.0,684.6575,321,2.114851502692426,4750.711724999989,-5371.726609608756,-1.130720388976826,-2.391305713752605,1,stop,2.8651447383749766,-2.2005903188944416,3,"ema9,ema21,avwap",70.04405286343612,2.3613326021627423,0
SHYAMMETL,2024-10-03,2024-10-04,2024-10-07,917.15835,876.15,875.7119250000001,113,4.471239890036443,4633.943550000007,-4916.429517236247,-1.060960165825982,-4.743807415180811,1,stop,1.0676073548259146,-6.068564932107961,3,"ema9,ema21,avwap",87.44493392070484,3.4745615716699474,0
DIVISLAB,2024-10-03,2024-10-04,2024-10-07,5496.446849999999,5241.7,5401.647825000001,18,4.634755087279696,4585.443299999992,-1931.9730097724755,-0.42132742318991906,-1.9527494180399225,1,ema9_close,0.4685417816784758,-2.1786229043586474,3,"ema9,ema21,avwap",80.39647577092511,2.4048373133755896,0
LALPATHLAB,2024-10-03,2024-10-04,2024-10-14,1732.295715,1682.48,1709.2449499999998,5,2.8757050293806192,249.07857499999977,-135.04268382374977,-0.5421690076063342,-1.5591181419478346,6,ema9_close,5.4658268897236155,-2.5841843636956554,2,"avwap,swing_high",83.48017621145375,2.09510485333966,0
TORNTPOWER,2024-10-03,2024-10-04,2024-10-04,1865.9325,1830.0,1829.085,127,1.9257127468437305,4563.427499999986,-5219.289805874978,-1.143721425589646,-2.2024789280962644,0,stop_same_day,1.825762721856236,-4.015820507976569,2,"ema9,ema21",86.78414096916299,3.837756413723884,0
CHOICEIN,2024-10-04,2024-10-07,2024-10-07,474.68722499999996,463.1,462.86845,394,2.4410231389732333,4565.366649999974,-5081.403826342467,-1.1130330192302291,-2.716939354382229,0,stop_same_day,0.0,-5.706331153108225,1,ema9,82.81938325991189,2.2262728709847135,0
NATIONALUM,2024-10-04,2024-10-07,2024-10-07,222.61124999999998,213.81,213.70309500000002,519,3.9536411569496073,4567.84874999999,-4883.7466618132285,-1.0691568239454599,-4.227062422384295,0,stop_same_day,0.10724974591356468,-4.762225628758651,1,avwap,73.568281938326,3.753112149212825,0
SAPPHIRE,2024-10-15,2024-10-16,2024-10-16,361.1805,354.15,353.972925,640,1.946533658378572,4499.520000000011,-5139.200920799998,-1.1421664801578801,-2.2232654970990953,0,stop_same_day,0.0,-1.9880641396753134,2,"ema9,ema21",74.28571428571429,4.71481708864597,0
BLUEJET,2024-10-15,2024-10-16,2024-10-18,528.113925,507.15,506.896425,214,3.969583835533217,4486.279950000004,-4795.261047134998,-1.0688724512466043,-4.242978804715287,2,stop,0.8778550953754922,-4.906881597564393,3,"ema9,ema21,avwap",86.5934065934066,4.183018544857421,0
SHYAMMETL,2024-10-15,2024-10-16,2024-10-18,922.410975,904.0,903.548,244,1.9959622661688308,4492.277900000002,-5114.929988385016,-1.1386049799779783,-2.2726125761079614,2,stop,1.7984418496321553,-4.402698591048306,2,"ema9,avwap",90.76923076923077,3.611898566956505,0
HCLTECH,2024-10-15,2024-10-16,2024-10-22,1883.6913749999999,1829.95,1828.8851,83,2.852981954116546,4460.5341249999865,-4903.286249538729,-1.0992598895404133,-3.136168627742947,4,stop_gap,0.2552766904291843,-3.407743744646055,3,"ema9,avwap,swing_high",82.19780219780219,2.266619499189224,0
APTUS,2024-10-16,2024-10-17,2024-10-18,384.041925,371.5,371.31425,354,3.2657697463629765,4439.841449999997,-4813.102448842506,-1.08407079465473,-3.5403256040990883,1,stop,2.0852085355003935,-3.395963865143102,2,"ema9,swing_high",77.36263736263737,4.228289223256014,0
HDFCLIFE,2024-10-17,2024-10-18,2024-10-22,731.8657499999999,715.95,727.8359,278,2.1746816270606857,4424.578499999969,-1586.9649175049658,-0.35867030441543235,-0.7799937211845038,2,ema9_close,3.2224830851833275,-1.6076377395717607,3,"ema9,ema21,avwap",71.86813186813187,2.283992078190699,0
BLUESTARCO,2024-10-17,2024-10-18,2024-10-18,2048.973975,1985.1,1984.10745,69,3.117363899168118,4407.304274999999,-4795.815236073754,-1.0881516085189638,-3.3921645412187367,0,stop_same_day,0.5381242092154986,-3.7567082812752606,3,"ema9,ema21,avwap",82.41758241758241,4.71572045254822,0
