date,equity,positions,cash
2026-05-14,613567.7883354373,8,30129.48833543723
2026-05-15,601642.6098893723,8,48137.9098893722
2026-05-18,595709.4161576948,7,166597.91615769474
2026-05-19,603276.0678233434,8,111455.36782334337
2026-05-20,599935.0745360383,8,131156.52453603837
2026-05-21,599194.6300300184,8,126008.03003001839
2026-05-22,587493.5615620334,8,105113.31156203341
2026-05-25,586742.1728618385,8,88279.34286183844
2026-05-26,591658.1428618385,8,88279.34286183844
2026-05-27,596462.1631323977,8,33011.7031323977
2026-05-29,581607.538493696,8,64896.07849369597
2026-06-01,578763.6508151286,8,17276.080815128473
2026-06-02,579985.3805535433,8,2016.5805535434629
2026-06-03,586899.5360465635,8,13497.026046563478
2026-06-04,585878.7905648939,8,30407.960564893787
2026-06-05,585066.3209607644,8,37674.13096076453
2026-06-08,568905.2573287799,5,312225.8573287798
2026-06-09,576799.7173287799,5,312225.8573287798
2026-06-10,566092.6809912899,6,161010.78099128994
2026-06-11,565001.59883282,4,305296.79883282
2026-06-12,572657.2098878936,4,317650.5098878937
2026-06-15,578731.0988578936,4,333224.77885789366
2026-06-16,577900.2096739307,8,54500.27967393068
2026-06-17,578771.0689330669,8,65072.01893306694
2026-06-18,582465.668933067,8,65072.01893306694
2026-06-19,590424.538933067,8,65072.01893306694
2026-06-22,586867.068933067,8,65072.01893306694
2026-06-23,580065.0661610048,8,130262.86616100487
2026-06-24,570126.4618812111,7,84730.26188121116
2026-06-25,563134.7808584154,8,73285.0808584154
2026-06-29,569134.0786675541,8,14332.478667554155
2026-06-30,570513.4481644292,8,3284.1481644291634
2026-07-01,566576.0608758067,8,46628.51087580668
2026-07-02,568250.8653032667,8,61939.16530326668
2026-07-03,559242.2923296717,8,91566.54232967172
2026-07-06,555603.28597422,8,11.505974219980999
2026-07-07,542007.8564236575,8,18264.886423657466
2026-07-08,522109.3941557376,4,310448.3941557376
2026-07-09,524944.8374747527,7,47909.53747475265
2026-07-10,524651.7834560527,8,6513.783456052661
2026-07-13,523334.0587064777,8,37748.05870647768
2026-07-14,519303.78543211025,8,419.1854321101928
2026-07-15,526423.1854321102,8,419.1854321101928
2026-07-16,526928.7956644102,8,700.0956644101971
2026-07-17,524069.71269470145,8,57968.76269470146
2026-07-20,524663.5126947014,8,57968.76269470146
2026-07-21,527396.4992062114,8,58634.999206211454
2026-07-22,521767.4448780365,8,293.84487803645766
2026-07-23,512190.8058468203,6,108612.0058468203
2026-07-24,504014.2641865403,4,242649.26418654033
2026-07-27,513914.13991151133,8,5324.199911511332
2026-07-28,510867.3441666363,7,112981.33416663633
2026-07-29,517770.29416663636,7,112981.33416663633
2026-07-30,520143.1772994347,7,124470.82729943474
2026-07-31,520920.5454309267,7,65583.79543092675
2026-08-03,526186.1934874569,8,11709.493487456857
2026-08-04,525198.4866538469,8,18561.78665384688
2026-08-05,525428.1883753163,8,30810.388375316375
2026-08-06,517885.9892430026,8,491.78924300263316
2026-08-07,522575.3392430026,8,491.78924300263316
2026-08-10,519363.16910022474,8,8.219100224756403
2026-08-11,512341.82497663103,8,6134.724976631068
2026-08-12,505968.6153715248,8,34580.515371524816
2026-08-13,505501.5018528086,7,37717.30185280857
2026-08-14,494512.2489859086,6,68513.74898590855
2026-08-17,488275.1705996986,7,138609.1705996986
2026-08-18,483825.12542559364,8,91311.7254255936
2026-08-19,483696.5254255936,8,91311.7254255936
2026-08-20,482505.3740981197,8,348.2740981196439
2026-08-21,474796.8461589859,7,80269.24615898587
2026-08-24,473393.2864884286,8,11585.476488428627
2026-08-25,473926.2481522011,8,23592.488152201113
2026-08-26,474599.03263840114,8,17318.712638401106
2026-08-27,472367.7725575461,8,59531.85255754612
2026-08-28,477423.2925575461,8,59531.85255754612
2026-08-31,483662.7232933286,8,13967.933293328628
2026-09-01,481955.4580169769,8,1526.7980169768925
2026-09-02,478297.07984448946,8,3106.2898444894017
2026-09-03,481816.4046629694,7,67310.6146629694
2026-09-04,478252.39959636936,6,115463.05959636939
